Sample_year,Latitude,Longitude,Location,Sample_ID,Sample_depth,Bulk_dens_rep1,Bulk_dens_rep2,Bulk_dens_rep3,C_ton_ha,pH,Ca_MEQ_100g,Mg_MEQ_100g,K_MEQ_100g,Na_MEQ_100g,S_MEQ_100g,H_MEQ_100g,Al_MEQ_100g,C_perc,N_perc,OM_perc,P_ppm,K_ppm,Na_ppm,Sand_CoarsePart,Sand_FinePart,Silt,Tot_clay,SoilColor,SoilColorObs,LC_type,LC_age,LU_type,LULC_hist,Man_mec_ag,Num_burn,Fert_use
1992,-9999,-9999,Altamira,A011-92,80-100,-9999,-9999,-9999,-9999,5.8,0.9,1,0.01,0.01,1.92,1.2,0,1.32,0.15,2.26,1,-9999,-9999,3,8,19,70,2.5YR 4/8,REDDISH BROWN,,,,,,,
1993,9636908,345324,Altamira,A011-93,0-20,1.31,-9999,-9999,28.29,6.2,4.1,1.9,0.06,0.01,6.07,1.29,0,1.08,0.13,1.86,1,25,6,24,16,34,26,5YR 4/6,REDDISH BROWN,SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1977-fallow; 1980-crop; 1982-pasture; 1984-fallow,-9999,-9999,-9999
1993,9636908,345324,Altamira,A011-93,20-40,1.33,-9999,-9999,14.36,6.6,3.7,2.9,0.03,0.01,6.65,0.63,0,0.54,0.09,0.93,1,14,6,17,11,34,38,2.5YR 3/6,DARK REDDISH BROWN,SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1977-fallow; 1980-crop; 1982-pasture; 1984-fallow,-9999,-9999,-9999
1993,9636908,345324,Altamira,A011-93,40-60,1.38,-9999,-9999,12.97,5.3,2.8,2.3,0.04,0.01,5.15,2.81,4.1,0.47,0.08,0.8,1,16,6,14,7,31,48,10R 4/8,"RED, MOTTLED CLAY W/ SMALL ROCKS, 7-10% MOTTLED FRAGMENTS",SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1977-fallow; 1980-crop; 1982-pasture; 1984-fallow,-9999,-9999,-9999
1993,9636908,345324,Altamira,A011-93,60-80,-9999,-9999,-9999,-9999,5.1,2.2,3,0.06,0.02,5.28,3.05,5.7,0.43,0.06,0.74,1,25,9,15,6,27,52,10R 3/6,"DARK RED, MOTTLED CLAY, 10-15% MOTTLED FRAGMENTS",SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1977-fallow; 1980-crop; 1982-pasture; 1984-fallow,-9999,-9999,-9999
1993,9636908,345324,Altamira,A011-93,80-100,-9999,-9999,-9999,-9999,5.3,1.8,2.2,0.04,0.02,4.06,1.42,5.8,0.32,0.05,0.56,3,16,8,15,6,27,52,2.5YR 3/6,"""""DARKREDDISHBROWN,MOTTLEDCLAY,10-15%MOTTLEDFRAGMENTS""""",SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1977-fallow; 1980-crop; 1982-pasture; 1984-fallow,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A012-92,0-20,1.42,-9999,-9999,24.42,4.8,0.7,1,0.03,0.01,1.74,2.9,0.4,0.86,0.22,1.48,1,-9999,-9999,30,20,13,37,5YR 4/6,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A012-92,20-40,1.39,-9999,-9999,12.23,4.7,0.3,0.2,0.01,0.01,0.52,2.1,0.6,0.44,0.15,0.76,1,-9999,-9999,20,17,9,54,5YR 5/6,BRIGHT REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A012-92,40-60,1.43,-9999,-9999,14.58,4.8,0.1,0.3,0.01,0.01,0.42,1.8,0.6,0.51,0.15,0.88,1,-9999,-9999,18,12,7,63,5YR 5/8,BRIGHT REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A012-92,60-80,-9999,-9999,-9999,-9999,5,0.4,0.4,0.01,0.02,0.83,1.7,0.7,0.44,0.15,0.76,1,-9999,-9999,18,16,11,55,5YR 5/8,BRIGHTREDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A012-92,80-100,-9999,-9999,-9999,-9999,4.9,0.4,0.4,0.01,0.01,0.82,1.8,0.6,0.26,0.15,0.45,1,-9999,-9999,14,15,14,57,5YR 5/8,BRIGHT REDDISH BROWN,,,,,,,
1993,9641607,359801,Altamira,A012-93,0-20,1.17,-9999,-9999,35.8,4.9,1.7,0,0.04,0.01,1.75,2.29,0.3,1.53,0.14,2.63,3,16,5,14,15,17,54,5YR 4/8,REDDISH BROWN,SS 2,10,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-pasture; 1979-fallow; 1982-crop; 1983-fallow,-9999,-9999,-9999
1993,9641607,359801,Altamira,A012-93,20-40,1.27,-9999,-9999,21.84,4.6,0.3,0.2,0.04,0.01,0.55,1.78,0.4,0.86,0.09,1.48,7,19,3,10,11,17,62,5YR 4/8,REDDISH BROWN,SS 2,10,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-pasture; 1979-fallow; 1982-crop; 1983-fallow,-9999,-9999,-9999
1993,9641607,359801,Altamira,A012-93,40-60,1.15,-9999,-9999,13.34,4.7,0.2,0.1,0.02,0.01,0.32,1.44,0.4,0.58,0.07,0.99,10,9,2,10,12,18,60,5YR 4/8,REDDISH BROWN,SS 2,10,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-pasture; 1979-fallow; 1982-crop; 1983-fallow,-9999,-9999,-9999
1993,9641607,359801,Altamira,A012-93,60-80,-9999,-9999,-9999,-9999,4.8,0.2,0.2,0.01,0.01,0.41,1.45,0.3,0.37,0.05,0.68,12,4,2,10,11,13,66,5YR 5/8,BRIGHT REDDISH BROWN,SS 2,10,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-pasture; 1979-fallow; 1982-crop; 1983-fallow,-9999,-9999,-9999
1993,9641607,359801,Altamira,A012-93,80-100,-9999,-9999,-9999,-9999,4.9,0.3,0.2,0.01,0.01,0.51,0.96,0.1,0.32,0.04,0.56,14,3,2,8,10,14,68,5YR 5/8,BRIGHT REDDISH BROWN,SS 2,10,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-pasture; 1979-fallow; 1982-crop; 1983-fallow,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A013-92,0-20,1.09,-9999,-9999,14.38,4.4,0.7,0.8,0.06,0.02,1.58,3.3,0.9,0.66,0.22,1.18,2,-9999,-9999,5,20,9,66,10R 3/4,DARK RED,,,,,,,
1992,-9999,-9999,Altamira,A013-92,20-40,-9999,-9999,-9999,-9999,4.5,0.5,0.4,0.02,0.01,0.93,2.5,0.8,0.61,0.22,1.05,1,-9999,-9999,10,10,791,57,10R 3/6,DARK RED,,,,,,,
1992,-9999,-9999,Altamira,A013-92,40-60,1.06,-9999,-9999,8.48,4.8,0.4,0.3,0.01,0.01,0.72,2.2,0.5,0.4,0.15,0.68,1,-9999,-9999,8,9,15,68,10R 3/6,DARK RED,,,,,,,
1992,-9999,-9999,Altamira,A013-92,60-80,-9999,-9999,-9999,-9999,5,0.3,0.5,0.01,0.01,0.82,1.9,0.5,1.02,0.15,1.75,1,-9999,-9999,8,11,19,62,10R 3/6,DARK RED,,,,,,,
1992,-9999,-9999,Altamira,A013-92,80-100,-9999,-9999,-9999,-9999,5,0.3,0.5,0.01,0.02,0.83,1.6,0.5,0.42,0.15,0.72,1,-9999,-9999,2,10,20,68,10R 3/6,DARK RED,,,,,,,
1993,9642456,360467,Altamira,A013-93,0-20,1.32,-9999,-9999,31.41,4.5,0.2,0.3,0.05,0.01,0.56,1.93,1.2,1.19,0.1,2.04,2,23,3,23,24,13,40,7.5YR 4/4,BROWN,SS 2,10,Swidden agriculture,"1982-rice, beans, corn; 1983-fallow",Manual,1,-9999
1993,9642456,360467,Altamira,A013-93,20-40,1.34,-9999,-9999,22.24,4.6,0.2,0.1,0.03,0.01,0.33,1.76,1.4,0.83,0.07,1.42,1,12,2,19,19,16,46,7.5YR 4/4,BROWN,SS 2,10,Swidden agriculture,"1982-rice, beans, corn; 1983-fallow",Manual,1,-9999
1993,9642456,360467,Altamira,A013-93,40-60,1.36,-9999,-9999,11.69,4.6,0.1,0.1,0.02,0.01,0.22,1.1,1.3,0.43,0.05,0.74,1,9,2,19,20,17,44,7.5YR 4/4,BROWN,SS 2,10,Swidden agriculture,"1982-rice, beans, corn; 1983-fallow",Manual,1,-9999
1993,9642456,360467,Altamira,A013-93,60-80,-9999,-9999,-9999,-9999,4.6,0.1,0,0.01,0.01,0.11,0.92,1.4,0.32,0.05,0.56,3,3,2,15,16,17,52,7.5YR 4/4,BROWN,SS 2,10,Swidden agriculture,"1982-rice, beans, corn; 1983-fallow",Manual,1,-9999
1993,9642456,360467,Altamira,A013-93,80-100,-9999,-9999,-9999,-9999,4.6,0.1,0.1,0.01,0.01,0.21,0.92,1.4,0.22,0.05,0.37,2,3,2,14,15,15,56,7.5YR 4/4,BROWN,SS 2,10,Swidden agriculture,"1982-rice, beans, corn; 1983-fallow",Manual,1,-9999
1992,-9999,-9999,Altamira,A014-92,0-20,1.05,-9999,-9999,21.42,4.9,1,0.9,0.06,0.03,1.99,3.4,0.5,1.02,0.22,1.75,3,-9999,-9999,18,12,28,42,7.5YR 4/6,BROWN,,,,,,,
1992,-9999,-9999,Altamira,A014-92,20-40,1.18,-9999,-9999,24.07,4.9,0.4,0.5,0.01,0.02,0.93,3.2,0.4,1.02,0.18,1.75,6,-9999,-9999,20,19,5,56,7.5YR 5/6,BRIGHT BROWN,,,,,,,
1992,-9999,-9999,Altamira,A014-92,40-60,587,-9999,-9999,6222.2,4.9,0.3,0.5,0.01,0.02,0.83,2.4,0.3,0.53,0.15,0.9,10,-9999,-9999,19,17,6,58,7.5YR 5/8,BRIGHT BROWN,,,,,,,
1992,-9999,-9999,Altamira,A014-92,60-80,-9999,-9999,-9999,-9999,4.8,0.2,0.7,0.01,0.02,0.93,2.4,0.3,0.61,0.11,1.05,12,-9999,-9999,19,13,266,58,7.5YR 5/8,BRIGHT BROWN,,,,,,,
1992,-9999,-9999,Altamira,A014-92,80-100,-9999,-9999,-9999,-9999,4.9,0.1,0.5,0.01,0.02,0.63,2.1,0.3,1.39,0.11,2.39,12,-9999,-9999,16,13,10,61,7.5YR 5/8,BRIGHT BROWN,,,,,,,
1993,9635092,338437,Altamira,A014-93,0-20,1.24,-9999,-9999,32.24,5.5,4.2,1,0.06,0.01,5.28,1.45,0.1,1.3,0.17,2.23,1,27,5,19,10,21,50,10R 3/6,DARK RED,SS 2,7,Swidden agriculture/agroforestry,"1972-forest; 1973-crop; 1974-fallow; 1985-rice, beans, corn + cacao; 1986-fallow",-9999,-9999,-9999
1993,9635092,338437,Altamira,A014-93,20-40,1.11,-9999,-9999,20.86,5.8,3.2,0.7,0.03,0.01,3.94,1.3,0,0.94,0.1,1.61,1,13,3,19,9,16,56,10R 3/6,DARK RED,SS 2,7,Swidden agriculture/agroforestry,"1972-forest; 1973-crop; 1974-fallow; 1985-rice, beans, corn + cacao; 1986-fallow",-9999,-9999,-9999
1993,9635092,338437,Altamira,A014-93,40-60,1.06,-9999,-9999,17.59,5.8,3.2,0.3,0.02,0.01,3.53,0.81,0.1,0.83,0.1,1.42,2,9,3,17,9,20,54,10R 3/6,DARK RED,SS 2,7,Swidden agriculture/agroforestry,"1972-forest; 1973-crop; 1974-fallow; 1985-rice, beans, corn + cacao; 1986-fallow",-9999,-9999,-9999
1993,9635092,338437,Altamira,A014-93,60-80,-9999,-9999,-9999,-9999,5.9,2.3,0.5,0.01,0.01,2.82,0.82,0,0.47,0.06,0.8,1,6,2,15,8,17,60,10R 3/6,DARK RED,SS 2,7,Swidden agriculture/agroforestry,"1972-forest; 1973-crop; 1974-fallow; 1985-rice, beans, corn + cacao; 1986-fallow",-9999,-9999,-9999
1993,9635092,338437,Altamira,A014-93,80-100,-9999,-9999,-9999,-9999,6.1,2.4,0,0.01,0.01,2.41,0.49,0,0.29,0.05,0.49,1,4,2,14,9,19,58,10R 4/6,RED,SS 2,7,Swidden agriculture/agroforestry,"1972-forest; 1973-crop; 1974-fallow; 1985-rice, beans, corn + cacao; 1986-fallow",-9999,-9999,-9999
1992,-9999,-9999,Altamira,A015-92,0-20,1.36,-9999,-9999,-9999,5.8,5,1.7,0.04,0.02,6.76,3.3,0,1.69,0.29,2.9,2,-9999,-9999,12,16,21,51,7.5YR 4/4,BROWN,,,,,,,
1992,-9999,-9999,Altamira,A015-92,20-40,-9999,-9999,-9999,-9999,5.6,1.8,0.7,0.01,0.02,2.53,2.4,0,1.25,0.18,2.14,5,-9999,-9999,10,13,16,61,7.5YR 4/6,BROWN,,,,,,,
1992,-9999,-9999,Altamira,A015-92,40-60,-9999,-9999,-9999,-9999,5.8,1.4,0.6,0.01,0.02,2.03,1.8,0,0.65,0.18,1.11,8,-9999,-9999,9,12,38,41,7.5YR 4/6,BROWN,,,,,,,
1992,-9999,-9999,Altamira,A015-92,60-80,-9999,-9999,-9999,-9999,5.8,1,0.6,0.01,0.02,1.63,1.8,0,0.56,0.15,0.97,10,-9999,-9999,6,10,21,63,7.5YR 4/6,BROWN,,,,,,,
1992,-9999,-9999,Altamira,A015-92,80-100,-9999,-9999,-9999,-9999,5.6,0.9,0.7,0.01,0.02,1.63,1.8,0,0.48,0.15,0.82,12,-9999,-9999,10,12,18,60,7.5YR 4/6,BROWN,,,,,,,
1992,-9999,-9999,Altamira,A016-92,0-20,-9999,-9999,-9999,-9999,4.5,0.7,0.6,0.04,0.02,1.36,5,0.7,1.37,0.22,2.34,2,-9999,-9999,9,14,26,51,5YR 4/6,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A016-92,20-40,-9999,-9999,-9999,-9999,4.5,0.3,0.4,0.02,0.01,0.73,4.9,0.8,1.13,0.18,1.93,2,-9999,-9999,6,12,19,63,5YR 4/6,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A016-92,40-60,-9999,-9999,-9999,-9999,4.6,0.2,0.4,0.01,0.01,0.62,3.7,0.5,1.5,0.18,2.57,6,-9999,-9999,5,11,21,63,5YR 4/6,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A016-92,60-80,-9999,-9999,-9999,-9999,4.7,0.1,0.4,0.01,0.01,0.52,3.7,0.5,1.07,0.15,1.83,8,-9999,-9999,5,12,13,70,5YR 4/6,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A016-92,80-100,-9999,-9999,-9999,-9999,4.7,0.1,0.5,0.01,0.01,0.62,3.2,0.4,0.61,0.15,1.05,8,-9999,-9999,5,12,13,70,5YR 4/6,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A017-92,0-20,-9999,-9999,-9999,-9999,5.4,2.3,1,0.03,0.01,3.34,3,0,1.36,0.29,2.32,1,-9999,-9999,4,8,24,64,2.5YR 3/6,"DARK REDDISH BROWN, ROOTS",,,,,,,
1992,-9999,-9999,Altamira,A018-92,0-20,1.56,-9999,-9999,10.6,4.7,0.4,0.3,0.01,0.02,0.73,1.6,0.5,0.34,0.15,0.6,1,-9999,-9999,49,37,5,9,10YR 5/3,"DULL YELLOWISH BROWN, VERY SANDY",,,,,,,
1992,-9999,-9999,Altamira,A018-92,20-40,1.57,-9999,-9999,9.73,4.5,0.5,0.4,0.01,0.02,0.93,1,0.5,0.31,0.11,0.53,1,-9999,-9999,34,19,31,15,10YR 5/4,"DULL YELLOWISH BROWN, VERY SANDY",,,,,,,
1992,-9999,-9999,Altamira,A018-92,40-60,1.54,-9999,-9999,9.54,4.9,0.5,0.4,0.01,0.01,0.92,1,0.2,0.31,0.11,0.53,1,-9999,-9999,48,27,6,19,10YR 5/6,"YELLOWISH BROWN, LESS SANDY, SOME CLAY CLUMPS",,,,,,,
1992,-9999,-9999,Altamira,A018-92,60-80,-9999,-9999,-9999,-9999,4.9,0.6,0.4,0.01,0.01,1.02,0.9,0.3,0.38,0.11,0.65,1,-9999,-9999,42,32,6,20,10YR 5/6,"YELLOWISH BROWN, LESS SANDY, SOME CLUMPS",,,,,,,
1992,-9999,-9999,Altamira,A018-92,80-100,-9999,-9999,-9999,-9999,5,0.6,0.3,0.01,0.01,0.92,0.9,0.2,0.38,0.11,0.65,1,-9999,-9999,15,14,14,57,10YR 5/8,"""""YELLOWISHBROWN,SANDY""""",,,,,,,
1992,-9999,-9999,Altamira,A019-92,0-20,125,-9999,-9999,5425,4.1,0.4,0.6,0.05,0.02,1.07,7.5,4.8,2.17,0.22,3.72,2,-9999,-9999,6,9,16,69,7.5YR 4/4,BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A019-92,20-40,1.25,-9999,-9999,39.25,4.3,0.1,0.4,0.03,0.02,0.55,5.8,4.1,1.57,0.22,2.69,1,-9999,-9999,5,7,13,75,7.5YR 4/4,BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A019-92,40-60,1.39,-9999,-9999,41.7,4.4,0.1,0.4,0.03,0.02,0.55,6.1,3.8,1.5,0.18,2.57,1,-9999,-9999,6,7,19,68,7.5YR 4/4,BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A019-92,60-80,-9999,-9999,-9999,-9999,4.4,0.1,0.3,0.02,0.02,0.44,5.9,4,1.48,0.18,2.53,1,-9999,-9999,5,7,11,77,7.5YR 4/4,BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A019-92,80-100,-9999,-9999,-9999,-9999,4.4,0.1,0.3,0.02,0.02,0.44,4.6,3.8,1.28,0.18,2.2,1,-9999,-9999,3,8,13,76,7.5YR 4/4,BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A020-92,0-20,1.39,-9999,-9999,43.64,4.6,0.5,0.9,0.08,0.03,1.51,4.5,2.4,1.57,0.22,2.69,2,-9999,-9999,21,17,23,39,2.5YR 4/3,DULL REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A020-92,20-40,1.35,-9999,-9999,21.06,4.5,0.1,0.5,0.04,0.03,0.67,3.3,2.7,0.78,0.18,1.34,1,-9999,-9999,13,11,19,57,2.5YR 4/4,DULL REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A020-92,40-60,1.33,-9999,-9999,16.22,4.8,0.4,0.2,0.03,0.02,0.65,2.9,1.6,0.61,0.15,1.05,1,-9999,-9999,10,8,20,62,2.5YR 4/6,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A020-92,60-80,-9999,-9999,-9999,-9999,5,0.5,0.2,0.03,0.01,0.74,1.3,1.4,0.64,0.15,1.11,1,-9999,-9999,8,7,21,64,2.5YR 4/8,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A020-92,80-100,-9999,-9999,-9999,-9999,5,0.6,0.1,0.05,0.01,0.66,2.5,1.4,0.74,0.15,1.27,1,-9999,-9999,9,7,22,62,2.5YR 4/8,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A021-92,0-20,1.05,-9999,-9999,34.44,4.1,0.4,0.4,0.01,0.02,0.83,5.9,3.1,1.64,0.26,2.82,1,-9999,-9999,40,45,6,9,5YR 4/6,REDDISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A021-92,20-40,1.06,-9999,-9999,27.13,4.4,0.1,0.3,0.09,0.02,0.51,4.3,2.6,1.28,0.18,2.2,1,-9999,-9999,37,41,7,15,5YR 4/6,REDDISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A021-92,40-60,1.12,-9999,-9999,39.42,4.4,0.1,0.3,0.01,0.02,0.43,4,2.6,1.76,0.18,3.02,1,-9999,-9999,37,35,8,20,5YR 4/6,REDDISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A021-92,60-80,-9999,-9999,-9999,-9999,4.5,0,0.3,0.01,0.02,0.33,3.8,2.5,1.54,0.15,2.63,1,-9999,-9999,35,29,9,27,5YR 4/6,REDDISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A021-92,80-100,-9999,-9999,-9999,-9999,4.6,0.1,0.3,0.01,0.02,0.43,4.4,2.5,1.55,0.15,2.65,1,-9999,-9999,5,4,11,80,5YR 4/6,REDDISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A022-92,0-20,1.44,-9999,-9999,15.84,5.4,1.9,1.1,0.03,0.02,3.05,2.6,0.1,0.55,0.26,0.95,2,-9999,-9999,18,23,18,41,2.5YR 3/4,DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A023-92,0-20,-9999,-9999,-9999,-9999,4,0.1,0.3,0.01,0.02,0.43,5,4,1.26,0.22,2.17,2,-9999,-9999,5,20,20,55,10YR 4/3,DULL YELLOWISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A023-92,20-40,-9999,-9999,-9999,-9999,4.2,0,0.3,0.03,0.02,0.35,2.6,4.3,0.95,0.15,1.62,1,-9999,-9999,10,11,16,63,10YR 5/4,DULL YELLOWISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A023-92,40-60,-9999,-9999,-9999,-9999,4.5,0,0.3,0.01,0.02,0.33,1.5,4.5,0.61,0.15,1.05,1,-9999,-9999,3,4,51,42,10YR 5/4,DULL YELLOWISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A023-92,60-80,-9999,-9999,-9999,-9999,4.5,0,0.3,0.01,0.02,0.33,0.9,4.8,0.4,0.15,0.68,1,-9999,-9999,8,11,21,60,10YR 5/6,YELLOWISH BROWN (WET),,,,,,,
1992,-9999,-9999,Altamira,A023-92,80-100,-9999,-9999,-9999,-9999,4.6,0,0.3,0.01,0.01,0.32,1.4,4,0.46,0.11,0.78,1,-9999,-9999,3,10,22,65,10YR 6/8,BRIGHT YELLOWISH BROWN (WET),,,,,,,
1994,9877990,214705,Bragantina,B001-94,0-20,1.36,1.39,-9999,21.64,4.9,0.3,0.2,0.01,-9999,-9999,-9999,0.8,0.79,0.07,1.36,2,-9999,-9999,34,39,14,13,10yr 5/4,dull yellowish brown,SS 3,14,Swidden agriculture,"1979-beans, manioc, corn; 1980-fallow",Manual,1,no
1994,9877990,214705,Bragantina,B001-94,20-40,1.49,1.63,-9999,29.01,4.8,0.3,0.1,0.01,-9999,-9999,-9999,0.7,0.93,0.03,1.6,1,-9999,-9999,31,39,15,15,10yr 5/6,yellowish brown,SS 3,14,Swidden agriculture,"1979-beans, manioc, corn; 1980-fallow",Manual,1,no
1994,9877990,214705,Bragantina,B001-94,40-60,1.44,1.42,-9999,14.01,4.8,0.3,0.2,0.01,-9999,-9999,-9999,0.8,0.49,0.03,0.84,1,-9999,-9999,31,37,13,19,10yr 5/8,yellowish brown,SS 3,14,Swidden agriculture,"1979-beans, manioc, corn; 1980-fallow",Manual,1,no
1994,9877990,214705,Bragantina,B001-94,60-80,-9999,-9999,-9999,-9999,4.9,0.2,0.2,0.01,-9999,-9999,-9999,0.4,0.29,0.03,0.5,1,-9999,-9999,28,38,7,26,10yr 5/8,yellowish brown,SS 3,14,Swidden agriculture,"1979-beans, manioc, corn; 1980-fallow",Manual,1,no
1994,9877990,214705,Bragantina,B001-94,80-100,-9999,-9999,-9999,-9999,4.7,0.2,0.2,0.01,-9999,-9999,-9999,0.4,0.62,0.02,1.07,1,-9999,-9999,34,34,8,24,10yr 6/8,bright yellowish brown,SS 3,14,Swidden agriculture,"1979-beans, manioc, corn; 1980-fallow",Manual,1,no
1994,9879100,214349,Bragantina,B002-94,0-20,1.3,1.3,1.45,15.12,4.3,0.4,0.2,0.01,-9999,-9999,-9999,0.8,0.56,0.05,0.96,2,-9999,-9999,55,26,11,8,10yr 4/4,brown,SS 3,20,Swidden agriculture,"1974-manioc, corn",Manual,1,no
1994,9879100,214349,Bragantina,B002-94,20-40,1.49,1.56,1.66,17.58,4.7,0.2,0.2,0.01,-9999,-9999,-9999,0.9,0.56,0.04,0.96,1,-9999,-9999,49,26,8,17,10yr 5/6,yellowish brown,SS 3,20,Swidden agriculture,"1974-manioc, corn",Manual,1,no
1994,9879100,214349,Bragantina,B002-94,40-60,1.55,1.58,1.56,17.78,4.6,0.2,0.2,0.01,-9999,-9999,-9999,1,0.57,0.04,0.98,1,-9999,-9999,47,23,9,21,10yr 5/8,yellowish brown,SS 3,20,Swidden agriculture,"1974-manioc, corn",Manual,1,no
1994,9879100,214349,Bragantina,B002-94,60-80,-9999,-9999,-9999,-9999,4.6,0.2,0.2,0.01,-9999,-9999,-9999,1,0.36,0.04,0.62,1,-9999,-9999,44,26,16,14,10yr 5/8,yellowish brown,SS 3,20,Swidden agriculture,"1974-manioc, corn",Manual,1,no
1994,9879100,214349,Bragantina,B002-94,80-100,-9999,-9999,-9999,-9999,4.6,0.2,0.2,0.01,-9999,-9999,-9999,0.9,0.62,0.04,1.07,1,-9999,-9999,41,28,9,22,10yr 5/8,yellowish brown,SS 3,20,Swidden agriculture,"1974-manioc, corn",Manual,1,no
1994,9879100,214349,Bragantina,B003-94,0-20,1.38,1.36,1.32,17.53,5,0.4,0.2,0.02,-9999,-9999,-9999,0.6,0.64,0.03,1.1,2,-9999,-9999,27,41,18,14,10yr 5/4,dull yellowish brown,SS 3,20,Swidden agriculture,"1974-manioc, corn",Manual,1,no
1994,9878135,214672,Bragantina,B003-94,20-40,1.63,1.65,1.64,9.84,4.9,0.5,0.2,0.01,-9999,-9999,-9999,0.6,0.3,0.08,0.52,2,-9999,-9999,25,38,19,18,10yr 5/6,yellowish brown,SS 1,4.5,Swidden agriculture,"1989-beans, manioc, corn; 1990-fallow",Manual,1,no
1994,9878135,214672,Bragantina,B003-94,40-60,1.61,1.58,1.57,7.58,5,0.5,0.2,0.01,-9999,-9999,-9999,0.6,0.24,0.04,0.41,1,-9999,-9999,24,23,33,20,10yr 5/8,yellowish brown,SS 1,4.5,Swidden agriculture,"1989-beans, manioc, corn; 1990-fallow",Manual,1,no
1994,9878135,214672,Bragantina,B003-94,60-80,-9999,-9999,-9999,-9999,4.9,0.6,0.2,0.01,-9999,-9999,-9999,0.7,0.08,0.04,0.14,1,-9999,-9999,19,38,17,26,10yr 6/8,bright yellowish brown,SS 1,4.5,Swidden agriculture,"1989-beans, manioc, corn; 1990-fallow",Manual,1,no
1994,9878135,214672,Bragantina,B003-94,80-100,-9999,-9999,-9999,-9999,4.9,0.5,0.2,0.01,-9999,-9999,-9999,0.7,1.63,0.03,2.81,1,-9999,-9999,25,38,12,25,10yr 6/8,bright yellowish brown,SS 1,4.5,Swidden agriculture,"1989-beans, manioc, corn; 1990-fallow",Manual,1,no
1994,9862768,204394,Bragantina,B004-94,0-20,1.32,1.33,1.1,34.5,4.2,0.2,0.2,0.02,-9999,-9999,-9999,1,1.38,0.07,2.38,2,-9999,-9999,29,45,15,11,10yr 4/4,"brown, red dark motting",SS 2,10,Swidden agriculture,"1983-corn,beans, manioc; 1985-fallow",Manual,1,no
1994,9862768,204394,Bragantina,B004-94,20-40,1.51,1.65,1.63,28.16,4.2,0.1,0.1,0.04,-9999,-9999,-9999,0.8,0.88,0.04,1.52,1,-9999,-9999,6,27,7,27,10yr 6/4,"dull yellow orange, red mottles",SS 2,10,Swidden agriculture,"1983-corn,beans, manioc; 1985-fallow",Manual,1,no
1994,9862768,204394,Bragantina,B004-94,40-60,1.5,1.6,1.65,14.22,4.5,0.2,0.1,0.03,-9999,-9999,-9999,0.9,0.45,0.05,0.77,1,-9999,-9999,26,42,9,23,10yr 6/4,dull yellow orange,SS 2,10,Swidden agriculture,"1983-corn,beans, manioc; 1985-fallow",Manual,1,no
